rkd_term,aat_id,aat_labels,broader_terms
lent,300162822,lent; vastentijd; veertigdagentijden,"cultural event; cultural events; events, cultural; religieus seizoen; religieuze seizoenen; religious season; religious seasons; seasons, religious"
martial arts,300379985,"arts, martial; martial art; martial arts; vechtkunst; vechtkunsten",lichamelijke activiteiten naar specifieke context; physical activities by specific context; public and interactive activities; publieke en interactieve activiteiten
poison,300412103,gif; gift; poison; poisons; vergif,materiaal; materiaal naar functie; material; materialen; materialen naar functie; materials; materials by function
traffic,300055250,traffic; traffic circulation; traffic flow; traffic patterns; verkeer,"begrippen in verband met vervoer; concepts, transportation-related; transportation and related concepts; transportation-related concept; transportation-related concepts; vervoer en aanverwante begrippen"
election,300069260,electies; election; elections; verkiezing; verkiezingen,"cultural event; cultural events; events, cultural; events, political; political event; political events; politieke gebeurtenis; politieke gebeurtenissen"
salvation,300056003,salvation; verlossing,"concepts, doctrinal; concepts, religious; doctrinal concept; doctrinal concepts; leerstellige begrippen; religieus begrip; religieuze begrippen; religious concept; religious concepts"
veronese,300386575,veronees; veronese,"european regions; europese landstreken; italiaans; italian; regions, european"
report,300027267,rapport; rapporten; report; reports; returns,"document genre; document genres; documentgenre; documentgenres; documents by function; documentsoort; documentsoorten; genres, document; soort document naar functie; soorten documenten; soorten documenten naar functie"
military engineering,300148722,"architecture, military; engineering, military; militaire techniek; military architecture; military engineering",engineering; exacte wetenschap; modern sciences; science; sciences; scientific; techniek; technologische wetenschappen
victorian,300021232,victoriaans; victorian,modern british styles and movements; modern british styles by reign; moderne britse stijlen en stromingen; moderne britse stijlen naar bewind
video installation,300102067,"art, video; video art; video installation; video work; videokunst","beeldende werken naar medium of techniek; beeldmateriaal naar medium of techniek; time-based media; time-based work; time-based works; visual works by material or technique; werk gebaseerd op tijd; werken gebaseerd op tijd; works, time-based"
video art,300102067,"art, video; video art; video installation; video work; videokunst","beeldende werken naar medium of techniek; beeldmateriaal naar medium of techniek; time-based media; time-based work; time-based works; visual works by material or technique; werk gebaseerd op tijd; werken gebaseerd op tijd; works, time-based"
finger,300310194,finger; fingers; vinger; vingers,"animal component; animal components; biological component; biological components; biologische componenten; components, animal; components, biological; dierlijk component; dierlijke componenten"
visual poetry,300194347,"beeldende poëzie; poetry, visual; shaped poetry; visual poetry; word art",dichten; dichtkunst; poetry; poetry and poems; poëzie
soccer,300222801,association football; soccer; voetbalsport,field sport; field sports; sport; sporten; sports; veldsport; veldsporten
scarecrow,300400585,scarecrow; scarecrows; vogelverschrikker; vogelverschrikkers,beeldende werken naar onderwerp; beeldmateriaal naar onderwerp; figure; figuren; figures; figuur; figuurvoorstelling; figuurvoorstellingen; visual works by subject type
folk art,300056487,"art, folk; folk art; volkskunst","art genre; art genres; genres in de kunsten; genres in the visual arts; genres, art; kunstgenres"
popular print,300178636,"centsprenten; folk prints; populaire grafiek; popular print; popular prints; prints, popular; public prints; volksprent; volksprenten",artists' prints; fine art prints; fine prints; fine-art prints; fine-arts prints; grafiek; grafieken; prent; prent naar functie; prenten; prenten naar functie; print; prints; prints by function
omen,300445489,omen; omens; tetzahuitl,"arts, occult; divination; divinatory; occult arts; occult science; occult sciences; occult, the; occulte wetenschap; occulte wetenschappen; predictie; sciences, occult; waarzeggerij; wichelarij"
freedom,300055497,freedom; liberty; vrijheid,"concepts, political; concepts, social science; political concept; political concepts; politiek begrip; politieke begrippen; sociaal-wetenschappelijke begrippen; social science concept; social science concepts"
volunteering,300247907,"volunteer work; volunteering; volunteerism; vrijwilligerswerk; work, volunteer",functies; functies naar algemene context; function; functions; functions by general context
early christian,300020665,"christian, early; early christian; vroeg-christelijk","early christian-byzantine styles, cultures, periods; european; europees; europese stijlen en perioden; vroeg-christelijke en byzantijnse stijl en periode; vroeg-christelijke en byzantijnse stijlen en perioden"
women's suffrage,300435387,"suffrage, women's; woman suffrage; women's suffrage",right; rights; suffrage
women's studies,300194262,"studies, women's; vrouwenstudie; vrouwenstudies; women's studies; womens studies","discipline; disciplines; human sciences; sciences, human; sciences, social; social sciences; sociale wetenschap; sociale wetenschappen; specialismen; vakgebied; vakgebieden"
fertility,300379149,fertility; vruchtbaarheid,"biological concept; biological concepts; biologische begrippen; concepts, biological; concepts, scientific; scientific concept; scientific concepts; wetenschappelijk begrip; wetenschappelijke begrippen"
volcano,300132325,volcano; volcanoes; vulkaan; vulkanen,"land form; land forms; landform; landforms; landscapes, natural; landschapsvorm; natural landscape; natural landscapes; natuurlandschap; natuurlandschappen"
clothespin,300395627,clothes-pegs; clothes-pins; clothespin; clothespins; wasknijper; wasknijpers,bevestigingsmateriaal; bevestigingsmiddel; bevestigingsmiddelen; components by general context; fastener; fasteners; onderdeel naar algemene context; onderdelen naar algemene context; sluiting; sluitingen
inundation line,300411460,inundation line; inundation lines; waterlinie; waterlinies,fortificaties; fortification; fortifications; line; lines; linie; linies; verdedigingswerk; verdedigingswerkcomplex; verdedigingswerkcomplexen; verdedigingswerken; verschansingen; versterkingen; vestingwerk; vestingwerken
viennese,300386576,viennese; weens,"austrian; european regions; europese landstreken; oostenrijks; regions, european"
orphan,300438428,orphan; orphans; wees; weeskinderen; wezen,human beings; humans; people; people by state or condition; person; personen; personen naar toestand of omstandigheid; persons; persoon
work clothes,300411756,"clothes, work; werkkleding; work clothes; workclothes",costume; costume by function; costumes; functional wear; functionele kleding; kledij; kleding naar functie; kostuum; modedracht; modedrachten
residing,300393179,resided; residence; residing; verblijven; wonen,"abstracte begrippen; associated concepts; concepts, functional; functional concept; functional concepts; functionele begrippen"
dictionary,300026186,dictionaries; dictionary; woordenboek; woordenboeken,documents by function; reference source; reference sources; soort document naar functie; soorten documenten naar functie; verwijsbron; verwijsbronnen
nautical chart,300028325,"charts, hydrographic; charts, nautical; hydrographic charts; hydrographic maps; maps, hydrographic; nautical chart; nautical charts; nautische kaart; nautische kaarten","charts, navigation; maps, transportation; navigatiekaart; navigatiekaarten; navigation chart; navigation charts; navigation maps; navigational chart; navigational charts; pilot charts; routekaart; routekaarten; transport maps; transportation map; transportation maps; transportkaart; transportkaarten"
